user_id,signup_day,signup_hour,country,city,gender,age,device_type,acquisition_source,campaign_group,lifetime_sessions,sessions_last_7d,avg_session_minutes,notification_views,notification_clicks,used_free_trial,viewed_pricing_page,added_payment_method,support_interaction,positive_interaction,negative_interaction,wallet_balance,converted
100629,Thu,20,India,Hyderabad,Male,46.0,Android,google,generic,4,1,2.97,4,2,0,0,0,0,0,0,223.65,0
100630,Fri,3,UAE,London,Female,33.0,Android,google,crm_push,2,4,2.43,3,1,0,1,0,0,0,0,330.58,0
100631,Fri,11,India,Delhi,Male,24.0,Android,referral,remarketing,6,3,8.59,4,1,1,0,0,0,0,0,122.78,1
100632,Thu,7,India,Mumbai,Female,33.0,Android,email,crm_push,10,2,7.11,3,0,0,0,0,0,0,0,101.24,0
100633,Sun,1,India,Dubai,Male,28.0,Android,email,none,5,4,3.18,4,1,1,0,0,0,1,0,0.17,0
100634,Sat,21,India,Delhi,Male,34.0,Android,google,brand,3,0,8.7,2,1,1,0,1,0,0,0,30.11,0
100635,Tue,12,United Kingdom,Delhi,Female,36.0,Android,google,none,7,1,5.25,4,0,1,0,0,0,0,0,207.41,0
100636,Fri,20,UAE,Chennai,Female,41.0,Android,meta,generic,6,4,4.77,4,0,0,0,0,0,0,0,36.73,0
100637,Wed,15,Canada,Mumbai,Unknown,31.0,Android,referral,crm_push,5,4,1.08,3,0,1,0,0,0,1,0,32.59,1
100638,Tue,1,United States,Delhi,Female,44.0,iOS,referral,brand,6,1,6.08,4,1,1,1,1,0,0,1,61.63,1
100639,Wed,10,India,Chennai,Male,38.0,Android,organic,generic,1,1,3.18,2,0,1,0,0,0,0,0,47.51,0
100640,Sun,9,India,Chennai,Male,25.0,Android,google,crm_push,5,3,5.02,4,1,0,0,0,0,0,0,156.61,1
100641,Mon,14,UAE,Mumbai,Male,49.0,Android,google,crm_push,4,3,7.21,0,0,0,1,0,0,1,0,6.82,1
100642,Tue,16,India,Chennai,Male,34.0,Android,affiliate,none,9,2,3.23,4,1,0,1,0,1,1,0,86.01,1
100643,Fri,7,India,Mumbai,Male,24.0,Android,meta,crm_push,9,1,2.54,4,1,0,0,0,0,1,0,95.57,0
100644,Tue,17,India,Dubai,Female,44.0,Android,google,crm_push,6,2,2.17,4,1,0,0,0,0,0,0,169.7,0
100645,Tue,22,India,Mumbai,Male,48.0,Web,organic,lookalike,9,4,14.23,3,0,0,0,0,0,0,0,43.0,1
100646,Tue,8,UAE,Bengaluru,Male,31.0,Web,meta,crm_push,7,2,3.6,3,0,0,0,1,0,0,0,27.97,1
100647,Sat,7,India,Delhi,Male,27.0,Android,organic,none,2,2,4.06,5,0,1,0,0,0,1,0,78.8,0
100648,Tue,13,India,Dubai,Female,30.0,iOS,referral,lookalike,3,3,6.47,1,1,0,0,0,0,0,0,103.26,0
100649,Wed,17,India,Pune,Female,37.0,Android,email,lookalike,4,2,9.69,2,0,0,1,1,0,0,0,15.0,1
100650,Mon,21,India,Mumbai,Female,41.0,Web,google,brand,5,4,7.05,6,1,1,1,0,1,0,0,13.77,0
100651,Sun,19,India,Delhi,Male,36.0,Android,google,generic,8,7,2.95,10,0,0,0,0,0,0,1,24.48,0
100652,Thu,19,India,London,Female,32.0,Android,referral,lookalike,4,2,2.79,3,3,1,0,0,1,1,0,22.79,0
100653,Tue,20,United Kingdom,Chennai,Male,43.0,Android,google,remarketing,4,1,4.09,4,1,0,0,0,0,0,0,111.11,0
100654,Fri,11,UAE,Hyderabad,Female,28.0,Android,organic,lookalike,4,2,11.84,4,0,1,0,0,0,0,0,60.52,1
100655,Tue,18,India,Mumbai,Male,39.0,iOS,affiliate,remarketing,3,1,6.34,2,0,1,0,0,0,0,0,63.49,0
100656,Fri,13,India,Chennai,Male,29.0,Web,email,brand,2,3,5.37,3,0,1,0,0,0,1,0,1.18,0
100657,Wed,16,Australia,Chennai,Male,34.0,Android,referral,remarketing,5,2,4.18,3,2,0,1,0,0,0,0,412.79,1
100658,Fri,23,India,Chennai,Female,30.0,iOS,organic,brand,9,1,7.74,1,0,1,1,0,0,0,0,141.66,0
100659,Thu,20,India,Chennai,Male,31.0,iOS,organic,brand,6,2,6.63,3,2,0,0,1,0,0,0,46.91,0
100660,Mon,2,India,Chennai,Female,28.0,Android,organic,brand,3,4,10.89,5,1,0,0,1,0,0,0,5.54,1
100661,Fri,22,India,Mumbai,Male,42.0,Android,organic,remarketing,4,5,0.87,2,2,1,0,0,0,0,0,94.81,1
100662,Fri,6,India,London,Male,25.0,Android,email,remarketing,3,5,13.06,1,2,0,0,0,0,0,0,61.27,0
100663,Mon,16,UAE,Pune,Male,25.0,Android,organic,brand,4,2,7.27,4,4,0,1,0,0,1,0,90.54,0
100664,Thu,11,India,Bengaluru,Male,48.0,Android,email,brand,3,0,6.08,3,0,1,0,0,0,0,0,90.55,0
100665,Tue,8,India,Chennai,Male,39.0,Android,organic,generic,5,3,4.55,3,2,0,0,0,0,0,1,13.45,0
100666,Fri,14,India,Chennai,Male,18.0,Android,google,brand,6,2,0.7,0,0,1,0,0,0,1,0,31.9,0
100667,Mon,17,India,Bengaluru,Female,26.0,Android,affiliate,crm_push,8,5,6.12,2,0,1,0,0,0,1,0,1.43,0
100668,Wed,20,India,London,Male,18.0,iOS,organic,generic,2,1,6.09,0,1,0,0,0,0,0,0,322.57,0
100669,Mon,12,United States,Dubai,Unknown,23.0,Android,google,generic,6,4,17.66,1,1,1,1,0,0,0,0,131.38,1
100670,Wed,20,United States,London,Female,18.0,Android,google,generic,4,3,2.36,2,1,0,0,0,0,0,0,211.39,0
100671,Thu,7,India,Dubai,Female,30.0,Android,organic,crm_push,5,2,3.72,3,3,0,1,0,0,0,1,3.61,0
100672,Tue,13,Australia,Mumbai,Male,22.0,Android,google,generic,5,4,6.86,7,2,0,0,0,0,1,0,55.51,0
100673,Mon,7,United Kingdom,Delhi,Male,31.0,Android,google,generic,7,1,12.67,1,1,1,0,0,0,0,0,110.09,0
100674,Sun,13,United States,Hyderabad,Male,18.0,Android,email,remarketing,7,4,6.62,3,1,1,0,1,0,0,0,8.76,1
100675,Sun,6,India,Hyderabad,Female,32.0,Android,email,none,6,3,4.93,5,0,1,0,1,0,1,0,120.08,0
100676,Sat,22,India,Delhi,Female,28.0,Android,meta,remarketing,5,0,1.93,1,1,0,0,0,0,0,1,83.42,0
100677,Fri,11,India,Mumbai,Male,43.0,Android,organic,brand,2,2,5.93,3,1,0,0,1,0,0,0,335.74,0
100678,Thu,10,India,Hyderabad,Male,42.0,Android,meta,brand,0,1,2.8,3,1,0,0,0,0,0,0,12.15,0
100679,Mon,21,India,London,Female,37.0,iOS,organic,lookalike,4,0,3.17,1,2,0,0,0,0,1,0,79.38,0
100680,Sun,21,India,Bengaluru,Male,28.0,Android,meta,none,4,3,6.2,0,0,0,1,0,0,0,0,235.2,0
100681,Fri,10,Canada,Delhi,Female,47.0,Android,email,crm_push,2,2,4.92,3,2,1,0,0,0,0,0,108.9,0
100682,Sun,21,Australia,London,Female,19.0,Android,organic,remarketing,5,1,6.69,1,1,0,1,0,0,0,0,32.78,0
100683,Mon,12,Australia,Pune,Female,20.0,iOS,email,brand,8,1,4.04,2,0,0,1,0,0,0,0,10.16,0
100684,Wed,17,India,Mumbai,Male,30.0,Android,referral,crm_push,5,3,5.89,5,1,0,0,0,0,0,0,265.42,0
100685,Mon,1,India,Delhi,Male,49.0,iOS,email,generic,7,1,2.63,3,1,0,0,0,0,0,0,5.97,0
100686,Sat,20,India,Hyderabad,Female,29.0,iOS,google,crm_push,7,2,2.95,2,0,0,1,0,0,0,0,295.65,1
100687,Mon,14,India,Mumbai,Female,30.0,Android,meta,remarketing,6,1,10.91,6,0,1,0,0,0,1,0,28.94,1
100688,Mon,19,India,Bengaluru,Male,19.0,Android,referral,none,6,1,17.43,2,1,0,1,0,0,1,0,157.47,1
100689,Sat,17,India,Mumbai,Male,39.0,Android,google,lookalike,5,1,16.06,2,0,1,0,1,0,0,0,64.65,1
100690,Thu,14,India,Mumbai,Female,39.0,Android,referral,remarketing,5,4,3.42,4,2,0,0,1,0,1,0,194.97,0
100691,Mon,18,United Kingdom,Bengaluru,Female,37.0,Android,organic,none,4,1,7.56,2,2,1,0,0,0,1,0,44.5,0
100692,Sat,22,India,Chennai,Female,26.0,Android,organic,brand,10,1,3.88,6,1,0,1,0,1,0,0,151.67,1
100693,Fri,23,United States,Bengaluru,Unknown,25.0,Android,email,brand,2,3,5.94,5,0,0,0,0,0,0,0,21.79,0
100694,Wed,11,India,London,Male,21.0,Android,email,crm_push,8,3,5.96,4,1,0,1,0,0,0,0,50.3,1
100695,Wed,12,India,Mumbai,Male,32.0,iOS,email,remarketing,2,4,4.89,2,1,0,0,0,0,0,0,149.82,1
100696,Mon,21,India,Dubai,Female,22.0,Android,affiliate,brand,4,2,4.72,4,2,1,0,0,0,1,0,10.08,0
100697,Thu,10,India,Bengaluru,Female,22.0,Web,organic,generic,7,0,0.81,1,0,0,0,0,0,1,0,104.34,0
100698,Thu,4,India,Chennai,Male,28.0,Web,organic,generic,3,2,3.65,4,1,1,0,0,0,0,0,45.94,0
100699,Fri,0,India,London,Male,27.0,Web,referral,lookalike,6,2,7.66,3,1,1,0,0,0,0,0,57.59,0
100700,Mon,23,India,Dubai,Female,27.0,iOS,organic,crm_push,10,0,9.7,4,0,0,1,0,0,0,0,69.22,0
100701,Wed,2,India,Dubai,Male,35.0,Android,email,brand,5,1,4.9,6,0,1,1,1,0,0,0,25.8,1
100702,Thu,21,India,Delhi,Male,32.0,Android,meta,lookalike,4,2,13.78,6,1,1,0,0,1,0,0,8.11,0
100703,Mon,18,Australia,Bengaluru,Male,29.0,Android,organic,generic,4,1,6.13,4,0,0,1,0,0,1,0,1.51,0
100704,Sun,22,India,Bengaluru,Female,32.0,Android,google,lookalike,7,1,12.22,2,6,1,0,0,0,0,0,45.1,0
100705,Thu,6,United States,Mumbai,Female,23.0,iOS,meta,lookalike,4,4,6.21,1,2,0,1,0,0,0,0,25.05,0
100706,Sat,11,India,London,Male,32.0,Web,referral,brand,1,2,0.23,3,1,0,0,0,0,1,0,80.18,0
100707,Sun,14,UAE,Delhi,Female,32.0,Android,email,brand,4,3,12.56,1,1,0,0,0,1,0,0,100.68,1
100708,Thu,4,United Kingdom,Pune,Female,19.0,Android,meta,brand,2,2,4.61,2,0,1,0,0,0,0,0,56.05,0
100709,Wed,14,India,Pune,Female,39.0,Android,google,crm_push,12,1,4.43,2,2,0,1,0,0,1,0,77.19,1
100710,Tue,7,India,Hyderabad,Female,24.0,Android,google,lookalike,4,1,1.9,1,1,1,0,0,0,1,0,65.81,0
100711,Sun,9,Australia,Bengaluru,Male,32.0,Android,organic,lookalike,7,5,10.02,2,1,0,0,0,0,0,0,0.37,0
100712,Fri,15,India,Bengaluru,Male,40.0,Android,google,crm_push,8,1,48.16,2,2,1,1,0,0,0,0,147.46,1
100713,Fri,7,India,Delhi,Male,38.0,iOS,organic,generic,6,1,2.08,2,0,1,0,0,0,0,0,4.91,0
100714,Wed,0,India,Chennai,Male,31.0,Android,organic,remarketing,8,2,12.47,5,1,1,0,1,0,1,0,42.26,1
100715,Thu,11,United Kingdom,Pune,Male,28.0,iOS,google,generic,4,0,4.52,2,1,0,0,0,0,1,0,9.41,0
100716,Mon,4,United Kingdom,Hyderabad,Female,39.0,Android,google,crm_push,1,1,9.66,4,0,0,0,0,0,0,0,86.85,0
100717,Thu,2,India,Delhi,Female,36.0,iOS,organic,lookalike,3,1,2.56,2,0,1,0,0,1,0,1,31.51,0
100718,Wed,0,India,Bengaluru,Female,26.0,Android,meta,lookalike,4,2,13.12,1,1,1,0,0,0,0,0,5.9,1
100719,Fri,3,India,Pune,Male,25.0,iOS,meta,brand,4,4,8.31,1,1,0,1,0,0,0,0,3.71,0
100720,Thu,7,India,London,Male,18.0,Android,organic,brand,5,1,4.38,2,0,1,0,0,0,0,0,21.65,0
100721,Fri,2,UAE,Hyderabad,Male,32.0,Android,affiliate,lookalike,6,2,11.38,5,2,0,0,0,0,0,0,88.03,0
100722,Sun,9,India,Mumbai,Male,30.0,Android,organic,lookalike,7,0,6.14,3,0,1,0,0,0,0,0,101.33,0
100723,Mon,1,India,Pune,Male,40.0,Web,referral,none,7,1,16.29,3,1,1,0,0,0,0,0,11.0,0
100724,Sun,10,India,Hyderabad,Female,34.0,Android,organic,brand,2,2,3.32,4,0,1,0,0,0,1,0,11.98,0
100725,Fri,9,United States,Delhi,Unknown,42.0,Android,referral,brand,6,3,10.69,3,0,0,1,0,0,1,0,71.96,1
100726,Fri,20,India,Mumbai,Male,25.0,Android,organic,generic,6,1,8.94,0,1,0,0,0,0,1,0,252.22,0
100727,Tue,13,India,Hyderabad,Male,40.0,Android,email,lookalike,4,1,1.45,2,1,1,1,0,0,1,0,64.4,1
100728,Tue,6,India,Hyderabad,Female,27.0,iOS,google,lookalike,6,0,1.87,3,2,1,0,0,1,0,0,99.51,0
100729,Sun,1,India,Dubai,Male,37.0,Android,email,crm_push,8,1,4.21,1,1,1,0,1,0,1,0,68.53,1
100730,Sat,8,India,Dubai,Female,19.0,Android,google,generic,6,3,7.19,2,0,0,0,1,0,0,1,8.86,0
100731,Sun,15,India,Dubai,Female,33.0,Web,organic,remarketing,2,2,9.51,3,1,0,0,0,0,1,0,234.19,1
100732,Tue,12,India,Bengaluru,Female,18.0,iOS,email,remarketing,3,2,7.08,4,1,0,0,0,0,0,0,5.98,0
100733,Fri,8,UAE,Chennai,Male,29.0,iOS,organic,remarketing,9,5,10.56,4,0,1,1,0,0,0,0,114.13,1
100734,Wed,19,United Kingdom,Pune,Female,35.0,Android,affiliate,none,6,2,4.76,3,2,0,1,0,0,0,1,310.41,1
100735,Sun,3,UAE,Bengaluru,Male,27.0,Android,organic,brand,8,1,9.7,1,1,1,1,0,0,0,1,30.74,0
100736,Fri,21,India,London,Female,23.0,Android,google,remarketing,3,0,6.06,3,0,0,1,0,0,0,0,15.06,0
100737,Wed,9,UAE,Mumbai,Male,38.0,iOS,email,crm_push,5,0,4.2,0,1,0,0,0,0,0,0,66.81,0
100738,Wed,21,India,Chennai,Male,30.0,Android,google,brand,9,1,1.92,3,2,1,0,1,0,1,0,126.81,1
100739,Tue,11,India,Hyderabad,Male,27.0,Android,organic,brand,5,4,0.95,2,2,1,0,0,0,0,0,238.82,0
100740,Sun,16,India,Bengaluru,Female,31.0,Android,email,remarketing,2,3,4.67,4,1,0,0,0,0,0,0,94.65,0
100741,Thu,13,India,Dubai,Female,52.0,Android,email,brand,7,3,6.36,4,1,0,0,0,0,1,0,32.74,0
100742,Mon,13,India,Chennai,Female,40.0,iOS,affiliate,generic,2,2,3.23,3,2,1,0,0,0,0,0,54.55,1
100743,Tue,1,India,London,Female,40.0,Android,google,generic,2,1,3.96,1,1,0,1,0,0,0,0,114.57,0
100744,Tue,20,India,Pune,Male,34.0,Android,meta,remarketing,6,1,0.31,5,1,1,0,1,0,1,0,124.07,1
100745,Thu,19,India,London,Female,32.0,Web,google,crm_push,5,1,4.27,2,1,0,0,0,0,0,0,6.19,0
100746,Mon,10,India,Mumbai,Male,18.0,Android,organic,brand,7,1,2.37,2,0,1,0,0,0,0,0,76.1,0
100747,Fri,15,India,Delhi,Female,26.0,iOS,email,lookalike,6,3,3.06,2,0,1,1,0,0,0,0,273.8,1
100748,Sat,18,India,Bengaluru,Female,27.0,Web,google,remarketing,5,3,8.55,2,2,0,1,0,0,0,0,123.06,1
100749,Sun,22,United Kingdom,Dubai,Male,18.0,Web,google,none,7,3,5.07,1,2,1,0,0,0,0,0,0.59,0
100750,Sat,5,United Kingdom,Mumbai,Female,22.0,Android,google,brand,5,3,7.08,3,2,0,1,0,0,0,0,20.39,0
100751,Fri,23,India,Delhi,Male,18.0,Android,email,remarketing,5,1,1.21,1,1,0,0,0,0,0,0,47.1,0
100752,Tue,18,India,Dubai,Male,31.0,Android,referral,remarketing,9,3,11.88,7,0,0,0,0,0,0,0,98.01,0
100753,Mon,4,India,Dubai,Female,38.0,iOS,meta,crm_push,7,3,5.81,5,0,1,1,0,1,0,0,64.82,0
100754,Tue,3,United Kingdom,Dubai,Male,40.0,iOS,google,lookalike,3,1,9.45,1,1,0,0,0,0,1,0,6.44,0
100755,Wed,14,India,Bengaluru,Female,34.0,Android,email,brand,7,2,2.07,1,0,0,1,0,0,0,0,107.23,0
100756,Tue,3,India,Mumbai,Male,23.0,Android,meta,remarketing,6,3,7.81,4,2,0,1,0,0,0,0,145.97,1
100757,Tue,19,India,Dubai,Male,18.0,Android,organic,remarketing,7,0,4.28,2,1,1,0,0,0,0,0,18.43,0
100758,Fri,9,India,London,Female,18.0,Android,organic,brand,3,1,18.61,2,1,1,0,0,0,0,0,5.58,0
100759,Fri,23,India,Mumbai,Female,21.0,Android,organic,remarketing,4,2,3.41,3,2,0,1,0,1,0,1,125.22,0
100760,Fri,21,United Kingdom,Chennai,Female,24.0,iOS,google,remarketing,7,2,6.01,1,2,0,1,0,0,0,0,81.83,0
100761,Sat,2,India,London,Female,30.0,Android,referral,remarketing,8,1,2.24,9,1,1,1,0,0,1,0,130.17,1
100762,Wed,4,India,Bengaluru,Female,23.0,Android,google,generic,5,4,5.94,4,0,0,0,0,0,0,0,66.89,0
100763,Fri,5,United Kingdom,Dubai,Male,34.0,Android,google,generic,5,0,5.34,2,2,1,0,0,0,0,0,44.76,0
100764,Mon,20,United Kingdom,Mumbai,Male,29.0,Android,referral,lookalike,5,1,11.16,4,0,0,0,0,0,0,0,263.92,0
100765,Sat,21,India,Hyderabad,Male,31.0,Android,referral,crm_push,4,2,6.21,4,1,0,0,0,0,0,0,121.12,0
100766,Thu,7,India,Bengaluru,Female,40.0,Android,meta,brand,5,1,4.38,7,2,0,0,0,0,0,0,42.47,0
100767,Mon,6,India,Mumbai,Female,22.0,Android,organic,crm_push,5,0,5.27,1,0,0,0,0,1,0,0,190.46,0
100768,Sun,20,UAE,Chennai,Male,34.0,Android,organic,crm_push,3,3,1.17,2,1,1,0,0,1,0,0,402.87,1
100769,Sun,9,India,Dubai,Female,31.0,Android,organic,generic,3,0,6.52,7,1,1,0,0,0,0,0,29.48,0
100770,Mon,5,UAE,Delhi,Female,28.0,iOS,organic,lookalike,3,3,10.12,3,1,0,0,0,0,0,0,178.4,0
100771,Fri,13,India,Dubai,Male,38.0,Android,google,crm_push,3,1,6.09,3,3,1,1,0,0,1,0,3.72,0
100772,Thu,3,India,Delhi,Male,38.0,Android,meta,crm_push,6,0,1.41,6,2,0,1,1,0,0,0,19.3,0
100773,Thu,12,India,Hyderabad,Female,23.0,iOS,organic,remarketing,6,1,7.06,0,0,1,1,0,0,0,0,14.04,1
100774,Sat,19,India,Bengaluru,Female,30.0,Android,organic,brand,6,1,7.27,7,0,0,1,1,0,0,0,35.28,0
100775,Thu,16,India,Chennai,Female,33.0,Web,organic,lookalike,5,0,7.71,4,3,0,0,0,0,0,0,66.16,0
100776,Sun,22,India,Mumbai,Male,29.0,Android,meta,brand,3,3,5.27,3,1,1,0,0,0,1,0,101.83,1
100777,Wed,6,India,Mumbai,Unknown,36.0,iOS,meta,generic,6,2,6.41,2,0,0,0,0,0,0,0,186.48,0
100778,Fri,3,UAE,Delhi,Male,33.0,Web,meta,crm_push,6,2,7.24,1,1,1,0,0,0,0,0,13.81,1
100779,Thu,13,India,Chennai,Male,46.0,iOS,organic,crm_push,5,3,2.7,5,0,1,1,0,0,0,0,69.07,0
100780,Sat,2,India,London,Unknown,19.0,Android,google,none,4,2,3.07,4,0,1,0,0,0,0,0,64.72,1
100781,Sun,23,India,Hyderabad,Male,30.0,Android,organic,brand,5,2,7.81,7,1,0,1,0,0,0,0,49.07,0
100782,Wed,4,India,Delhi,Female,24.0,Android,organic,generic,6,1,3.02,1,1,0,1,0,0,0,0,94.89,1
100783,Tue,15,India,Delhi,Male,36.0,Android,referral,none,4,4,5.04,3,0,1,0,0,0,1,0,57.62,1
100784,Tue,22,India,Hyderabad,Female,18.0,iOS,affiliate,none,4,2,7.73,4,1,0,0,0,0,0,0,63.91,0
100785,Wed,19,UAE,Bengaluru,Female,34.0,Android,meta,remarketing,4,2,10.57,3,2,1,1,1,0,0,0,186.92,1
100786,Sun,3,India,Mumbai,Male,26.0,Android,referral,none,6,2,3.51,5,1,1,0,0,0,0,0,157.44,1
100787,Sat,23,India,Bengaluru,Female,25.0,iOS,meta,none,4,4,2.95,1,1,0,0,0,0,0,0,68.89,0
100788,Wed,23,India,Chennai,Male,19.0,Android,organic,remarketing,3,3,7.75,3,1,0,0,0,0,1,0,13.59,0
100789,Fri,1,India,London,Female,27.0,iOS,affiliate,crm_push,4,2,10.93,2,1,0,0,0,0,0,0,254.95,1
100790,Fri,17,India,Dubai,Male,40.0,iOS,organic,crm_push,6,2,1.39,2,2,0,1,0,0,0,0,77.98,0
100791,Tue,18,United Kingdom,Pune,Male,31.0,Android,email,lookalike,4,1,5.64,4,0,1,0,0,1,0,0,131.8,0
100792,Thu,18,United Kingdom,Pune,Male,36.0,Android,organic,none,3,4,14.1,8,0,1,1,0,0,0,0,4.53,1
100793,Sat,16,India,Pune,Male,44.0,Android,google,brand,6,3,2.76,2,1,1,1,0,0,0,0,181.71,0
100794,Tue,13,India,Hyderabad,Female,33.0,Android,meta,crm_push,6,0,7.95,5,0,1,1,0,0,0,0,94.6,1
100795,Thu,18,India,Delhi,Male,27.0,Web,google,generic,3,2,5.18,3,1,1,1,0,0,0,0,92.52,0
100796,Thu,21,India,London,Male,35.0,iOS,organic,brand,3,0,5.29,3,0,0,0,0,0,1,0,9.33,0
100797,Fri,23,India,Bengaluru,Male,27.0,Android,google,lookalike,2,3,4.77,3,0,0,0,0,1,0,0,99.82,0
100798,Sun,12,India,Dubai,Male,27.0,Android,google,none,3,4,6.69,2,1,0,0,0,0,0,0,6.38,1
100799,Mon,11,India,Mumbai,Female,19.0,Android,affiliate,remarketing,5,4,11.23,3,2,1,1,0,0,0,0,4.6,1
100800,Sun,5,India,Pune,Unknown,38.0,Android,email,lookalike,7,1,2.86,4,1,0,1,0,0,0,0,31.48,0
100801,Mon,20,India,Bengaluru,Male,28.0,Android,google,brand,3,2,3.07,6,0,0,0,0,0,1,0,1.88,0
100802,Wed,3,India,Pune,Female,32.0,Android,organic,remarketing,3,4,6.53,0,2,1,0,0,0,0,0,13.91,0
100803,Fri,18,India,London,Female,23.0,Android,email,generic,6,7,6.78,5,1,1,0,0,0,0,0,103.61,0
100804,Thu,15,India,Pune,Male,34.0,Android,organic,remarketing,7,1,4.74,1,0,1,0,0,0,0,0,144.11,0
100805,Sat,12,United Kingdom,Mumbai,Female,25.0,Android,organic,remarketing,3,1,10.19,6,1,0,0,0,0,0,0,15.83,0
100806,Mon,3,India,Dubai,Male,30.0,Web,google,generic,6,1,3.32,4,0,1,1,0,0,0,0,138.66,0
100807,Sun,22,India,Chennai,Female,38.0,iOS,referral,crm_push,8,4,3.13,0,1,0,0,0,0,0,0,52.4,0
100808,Thu,16,India,Chennai,Female,37.0,Android,organic,crm_push,3,2,6.05,4,2,1,0,1,0,1,0,253.41,0
100809,Mon,22,Canada,London,Male,31.0,Android,organic,remarketing,3,1,2.79,6,1,0,0,0,0,0,0,12.0,0
100810,Mon,0,India,Chennai,Female,18.0,Android,google,remarketing,5,2,21.95,2,1,1,0,0,0,0,0,4.4,1
100811,Mon,17,India,Hyderabad,Female,55.0,Android,organic,lookalike,5,2,1.77,1,0,1,0,0,0,1,0,149.19,0
100812,Sat,19,India,Delhi,Male,45.0,Android,meta,crm_push,7,0,13.15,0,0,1,0,0,0,1,0,35.95,0
100813,Fri,16,United States,Hyderabad,Female,37.0,iOS,google,generic,9,2,3.2,9,3,1,0,0,0,0,0,48.88,0
100814,Sat,14,UAE,Bengaluru,Male,25.0,Android,google,none,4,1,1.72,9,0,1,0,0,0,0,0,57.36,0
100815,Tue,10,India,Hyderabad,Unknown,30.0,Android,organic,none,6,3,6.45,2,1,0,0,0,0,0,0,139.51,0
100816,Thu,21,Canada,Bengaluru,Female,27.0,Android,organic,remarketing,6,0,4.68,2,1,0,1,0,0,0,0,6.32,1
100817,Fri,12,UAE,Bengaluru,Male,41.0,Web,referral,remarketing,5,3,17.96,2,0,1,1,0,0,0,0,64.08,1
100818,Fri,0,Australia,Delhi,Male,33.0,Web,referral,none,6,1,7.1,4,3,1,0,1,0,0,0,45.05,0
100819,Fri,16,India,Mumbai,Female,25.0,Android,organic,lookalike,10,1,4.57,4,0,1,0,0,0,1,0,33.28,1
100820,Sun,5,India,Dubai,Male,27.0,Android,organic,lookalike,4,1,5.22,5,1,1,1,0,0,0,0,34.23,0
100821,Fri,3,India,London,Male,40.0,Android,organic,lookalike,3,3,0.76,3,2,1,0,0,0,0,0,213.13,0
100822,Sat,19,United States,Delhi,Male,44.0,Android,meta,brand,8,3,0.59,2,1,0,0,0,0,0,0,24.97,0
100823,Fri,15,India,London,Male,43.0,Android,email,generic,6,0,1.34,3,2,0,1,0,0,0,0,48.5,1
100824,Wed,14,India,Chennai,Male,37.0,Android,google,brand,7,0,4.77,1,1,1,0,0,0,0,1,54.31,0
100825,Thu,14,India,Chennai,Male,29.0,Android,meta,remarketing,5,1,5.52,1,1,0,0,0,1,0,0,101.8,0
100826,Fri,5,United States,Hyderabad,Male,18.0,Android,email,lookalike,6,0,7.27,2,2,0,1,1,0,0,0,58.55,1
100827,Thu,14,United Kingdom,Bengaluru,Female,33.0,Android,affiliate,lookalike,2,1,8.69,1,2,1,1,0,0,0,0,77.67,0
100828,Wed,13,India,Pune,Male,31.0,iOS,organic,none,4,2,0.8,1,1,0,1,0,0,0,1,40.71,0
100829,Wed,10,United Kingdom,Pune,Male,32.0,Android,organic,none,4,0,6.66,5,1,0,0,0,0,0,0,101.44,0
100830,Thu,6,India,London,Male,31.0,iOS,organic,lookalike,5,1,11.83,5,1,0,1,0,0,0,0,50.17,1
100831,Mon,8,United Kingdom,Bengaluru,Female,20.0,Android,referral,crm_push,6,1,4.05,2,0,0,0,0,0,0,0,20.16,0
100832,Tue,15,India,London,Male,35.0,Android,email,none,6,3,21.09,4,0,1,0,0,0,1,0,135.83,0
100833,Sun,4,India,Delhi,Male,36.0,Android,meta,generic,3,2,5.25,3,0,1,0,0,0,0,0,116.01,0
100834,Mon,19,Australia,Mumbai,Male,36.0,Android,organic,brand,6,4,3.37,5,2,0,0,0,0,0,0,79.0,0
100835,Mon,9,India,Dubai,Female,39.0,Android,organic,generic,3,2,9.52,1,1,0,1,0,0,0,0,59.04,1
100836,Sat,17,United Kingdom,Delhi,Female,36.0,Android,google,none,7,0,7.26,1,2,1,0,0,0,0,1,18.71,0
100837,Sun,2,India,Bengaluru,Female,28.0,Android,meta,lookalike,3,5,12.2,4,1,1,0,0,0,0,0,162.21,0
100838,Sun,12,India,Bengaluru,Female,30.0,Android,organic,remarketing,6,3,8.63,2,0,0,0,0,0,1,0,8.18,0
100839,Mon,10,India,Mumbai,Female,32.0,Web,organic,crm_push,9,0,5.56,5,0,0,0,0,0,0,0,38.65,0
100840,Fri,16,India,London,Male,32.0,Android,email,none,3,3,8.88,4,1,0,0,0,0,1,0,153.15,0
100841,Sat,21,India,Hyderabad,Female,39.0,Android,google,generic,5,1,1.23,2,2,1,0,0,0,1,1,72.42,0
100842,Sat,12,India,Hyderabad,Male,36.0,Android,google,remarketing,7,2,7.66,5,2,1,1,1,0,0,0,46.19,1
100843,Wed,5,India,Mumbai,Female,48.0,iOS,organic,none,2,2,5.08,3,2,0,1,0,0,0,0,125.37,0
100844,Sun,16,India,Hyderabad,Female,49.0,Android,email,lookalike,4,1,1.89,1,2,0,0,0,0,0,1,364.62,1
